P1_Texto	P1_Cita	P2_Texto	P3_Texto	P3_Cierre	P4_Texto	P5_Texto	P6_Texto	P6_Cierre
Y cualquiera que por causa de mi nombre reciba a un niño como este, a mí me recibe.	Mateo 18:5	La manera en que recibimos y tratamos a las personas vulnerables también refleja nuestros valores.	¿Qué puedes hacer hoy para que alguien se sienta recibido y valorado?	🤍 Compártelo en los comentarios. — Aclama a Dios	Padre, dame sensibilidad para hacer sentir bienvenidas y valoradas a las personas que encuentre.	Declaro que procuraré crear espacios donde otros puedan sentirse respetados y recibidos.	Escribe "Haré sentir bienvenido a alguien" si hoy quieres practicar la hospitalidad.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Porque al que tiene, le será dado, y tendrá más; y al que no tiene, aun lo que tiene le será quitado.	Mateo 25:29	Las capacidades que tienes pueden crecer cuando decides utilizarlas en lugar de dejarlas guardadas por miedo.	¿Qué habilidad tienes que te gustaría comenzar a desarrollar más?	🤍 Compártelo en los comentarios. — Aclama a Dios	Señor, ayúdame a utilizar responsablemente los talentos y capacidades que me has permitido desarrollar.	Declaro que trabajaré mis habilidades con disciplina y las utilizaré para hacer el bien.	Escribe "Voy a desarrollar mi talento" si hoy decides trabajar en una habilidad.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Bienaventurado aquel siervo al cual, cuando su señor venga, le halle haciendo así.	Lucas 12:43	La constancia se demuestra cuando sigues haciendo lo correcto incluso cuando nadie está pendiente.	¿Qué hábito positivo quieres mantener aunque nadie te esté observando?	🤍 Compártelo en los comentarios. — Aclama a Dios	Padre, ayúdame a ser constante y responsable también cuando no haya reconocimiento externo.	Declaro que haré lo correcto por convicción y no solamente cuando alguien pueda verme.	Escribe "Seré constante" si hoy quieres mantener un buen hábito.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Porque el que es fiel en lo muy poco, también en lo más es fiel.	Lucas 16:10	La disciplina cotidiana puede parecer invisible, pero con el tiempo puede producir cambios que sí se hacen visibles.	¿Qué pequeño hábito quieres fortalecer durante los próximos días?	🤍 Compártelo en los comentarios. — Aclama a Dios	Señor, dame disciplina para cuidar mis hábitos y mantenerme constante aunque los cambios tarden.	Declaro que seré paciente con mi proceso y constante con mis esfuerzos.	Escribe "Seré constante cada día" si hoy decides fortalecer un pequeño hábito.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Y el que no toma su cruz y sigue en pos de mí, no es digno de mí.	Mateo 10:38	Algunas decisiones importantes requieren sacrificios que solo adquieren sentido cuando recuerdas por qué comenzaste.	¿Qué sacrificio estás dispuesto a hacer por algo que realmente consideras importante?	🤍 Compártelo en los comentarios. — Aclama a Dios	Señor, dame fortaleza para aceptar los sacrificios necesarios sin perder de vista el propósito de mi camino.	Declaro que no abandonaré mis convicciones solamente porque el camino requiera esfuerzo.	Escribe "Seguiré adelante" si hoy estás dispuesto a perseverar aunque cueste.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Y he aquí, yo estoy con vosotros todos los días, hasta el fin del mundo.	Mateo 28:20	Cada jornada puede comenzar de una manera diferente, pero la oportunidad de caminar con fe permanece.	¿Qué momento de tu rutina diaria quieres comenzar a vivir con mayor conciencia de Dios?	🤍 Compártelo en los comentarios. — Aclama a Dios	Padre, acompáñame durante cada actividad de este día y ayúdame a mantenerte presente en mis pensamientos.	Declaro que buscaré vivir mis días con una mayor conciencia de la presencia de Dios.	Escribe "Caminaré con Dios hoy" si deseas comenzar el día con esa intención.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Porque donde esté vuestro tesoro, allí estará también vuestro corazón.	Mateo 6:21	Lo que más valoras suele recibir también la mayor parte de tu tiempo, energía y atención.	¿Qué ocupa actualmente el primer lugar en tus pensamientos?	🤍 Compártelo en los comentarios. — Aclama a Dios	Señor, ayúdame a reconocer qué cosas están ocupando demasiado espacio en mi corazón y a recuperar mis prioridades.	Declaro que pondré mi atención en aquello que verdaderamente tiene valor eterno.	Escribe "Quiero cuidar mi corazón" si hoy deseas revisar tus prioridades.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Y amarás al Señor tu Dios con todo tu corazón, y con toda tu alma, y con toda tu mente.	Mateo 22:37	La relación con Dios también puede reflejarse en la forma en que organizas tu tiempo, decisiones y prioridades.	¿Qué parte de tu vida quieres entregar hoy con mayor sinceridad a Dios?	🤍 Compártelo en los comentarios. — Aclama a Dios	Padre, ayúdame a amarte con sinceridad y a demostrarlo mediante la manera en que vivo.	Declaro que buscaré colocar mi relación con Dios en el centro de mis prioridades.	Escribe "Todo mi corazón" si hoy deseas acercarte más a Dios.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Amarás a tu prójimo como a ti mismo.	Mateo 22:39	Amar al prójimo comienza muchas veces con acciones pequeñas: escuchar, respetar, ayudar y tener paciencia.	¿A quién puedes demostrarle amor de una manera concreta durante este día?	🤍 Compártelo en los comentarios. — Aclama a Dios	Señor, ayúdame a tratar a quienes me rodean con respeto, paciencia y verdadera consideración.	Declaro que buscaré demostrar amor mediante acciones concretas.	Escribe "Hoy demostraré amor" si quieres hacer una acción amable por alguien.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Y Jesús le dijo: Ninguno que poniendo su mano en el arado mira hacia atrás, es apto para el reino de Dios.	Lucas 9:62	Avanzar requiere aprender a mirar hacia adelante sin permitir que el pasado controle cada decisión presente.	¿Qué meta quieres dejar de posponer por seguir pensando demasiado en lo que ya pasó?	🤍 Compártelo en los comentarios. — Aclama a Dios	Padre, dame determinación para mirar hacia adelante y no permitir que mis antiguas dudas me detengan.	Declaro que enfocaré mi energía en avanzar y construir lo que tengo delante.	Escribe "Voy hacia adelante" si hoy decides concentrarte en tu próximo paso.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Porque todo aquel que pide, recibe; y el que busca, halla; y al que llama, se abrirá.	Mateo 7:8	La paciencia durante una búsqueda puede ser tan importante como el resultado que esperas encontrar.	¿Qué estás buscando con mayor insistencia en esta etapa de tu vida?	🤍 Compártelo en los comentarios. — Aclama a Dios	Señor, dame claridad para reconocer aquello que realmente necesito buscar y paciencia durante el proceso.	Declaro que no abandonaré mis búsquedas importantes por una demora temporal.	Escribe "No abandonaré" si hoy decides continuar buscando con paciencia.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
Y he aquí, yo estoy con vosotros todos los días, hasta el fin del mundo.	Mateo 28:20	No necesitas saber cómo será cada día para comenzar el que tienes delante con esperanza.	¿Qué quieres pedirle a Dios para comenzar esta nueva jornada?	🤍 Compártelo en los comentarios. — Aclama a Dios	Padre, acompáñame en este nuevo día y ayúdame a responder a cada situación con sabiduría.	Declaro que enfrentaré este día con esperanza, responsabilidad y confianza en Dios.	Escribe "Guía mi día, Señor" si hoy quieres comenzar poniendo tu jornada en Sus manos.	✍️ Escríbelo y compártelo con alguien que lo necesite. — Aclama a Dios
